Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
36722,443,6,4882,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.6681687832855,4882.0,0.0,4882.0,4882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,204.8340843916428,204.8340843916428,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1386,114,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57035,443,6,65175823,9,9,1404.0,745.0,1078.0,0.0,156.0,353.9897597388941,416.0,0.0,82.77777777777777,132.62897286959756,32.97234927129344,0.2761760292616482,3833871.9411764704,15728292.245141309,64868523.0,36.0,307241.0,38405.125,40887.65908625207,104196.0,1127.0,65125354.0,8140669.25,22926222.060098644,64880065.0,36.0,0,0,0,0,296,296,0.1380880146308241,0.1380880146308241,0.0,1078.0,113.10526315789474,256.1275495479292,65601.3216374269,0,0,0,1,0,0,0,0,1.0,119.38888888888889,156.0,82.77777777777777,296,0,0,0,0,0,0,9,1404,9,745,65535,122,3,32,307241.0,0.0,307241.0,307241.0,64868523.0,0.0,64868523.0,64868523.0,0
44837,5222,6,93929512,32,24,810.0,545.0,226.0,0.0,25.312500000000007,54.64692388710073,67.0,0.0,22.70833333333333,24.677888653728,14.425711058735192,0.5961917485528936,1707809.309090909,7337346.767389864,49552625.0,150.0,93929512.0,3029984.2580645164,9632266.87842939,49552625.0,923.0,93854881.0,4080647.0,11075930.633219302,49631181.0,150.0,1,0,0,0,1024,768,0.340680999173082,0.2555107493798115,0.0,226.0,23.824561403508778,43.7354558710736,1912.7901002506264,0,1,0,0,1,0,0,0,0.0,24.25,25.3125,22.70833333333333,1024,0,0,0,0,0,0,32,810,24,545,1447,514,19,32,2180845.333333333,1779466.547852005,3294701.0,128593.0,27985658.33333333,18677541.0756574,49552625.0,17200681.0,0
40852,443,6,61454900,44,59,3086.0,70437.0,598.0,0.0,70.13636363636363,178.04005179252027,1448.0,0.0,1193.8474576271196,467.6643289855385,1196.3732753612812,1.6760258335787708,602499.0196078432,5939000.685806674,59992889.0,2.0,1461953.0,33998.90697674418,81335.25907765485,383259.0,4.0,61425860.0,1059066.5517241382,7875420.161683389,59999264.0,2.0,0,0,0,0,1416,1896,0.7159722007520962,0.9600536328266744,0.0,1448.0,706.9519230769229,671.0262301502556,450276.2015496639,0,0,0,1,0,0,0,0,1.0,713.8155339805825,70.13636363636364,1193.8474576271187,1416,0,0,0,0,0,0,44,3086,59,70437,65535,71,7,32,1461953.0,0.0,1461953.0,1461953.0,59992889.0,0.0,59992889.0,59992889.0,0
40851,443,6,61458132,33,31,2378.0,32839.0,555.0,0.0,72.06060606060606,170.75584532343603,1448.0,0.0,1059.322580645161,558.7014937690652,573.0242500699501,1.041359343625999,975525.9047619049,7556286.766695578,59993989.0,3.0,1464090.0,45752.81250000001,145209.75743217842,786034.0,4.0,61429279.0,2047642.633333333,10946575.453665685,59999837.0,7.0,0,0,0,0,1064,1000,0.5369509115571557,0.5044084320688432,0.0,1448.0,541.7999999999998,639.5230937972451,408989.7875,0,0,0,1,0,0,0,0,0.0,550.265625,72.06060606060606,1059.3225806451612,1064,0,0,0,0,0,0,33,2378,31,32839,65535,68,6,32,1464090.0,0.0,1464090.0,1464090.0,59993989.0,0.0,59993989.0,59993989.0,0
443,40852,6,7354671,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4079040381276063,3677335.5,5111845.333931818,7291956.0,62715.0,0.0,0.0,0.0,0.0,0.0,7291956.0,7291956.0,0.0,7291956.0,7291956.0,0,0,0,0,32,76,0.135968012709202,0.2719360254184041,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,71,3767,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,40851,6,7363609,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5432118951454374,2454536.333333333,4190137.150661579,7292718.0,119.0,0.0,0.0,0.0,0.0,0.0,7292837.0,3646418.5,5156646.205374235,7292718.0,119.0,0,0,0,0,32,108,0.1358029737863593,0.4074089213590781,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,3.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,3,0,68,2538,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,44661,6,86645037,1,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.3577816003471727,0.0461653677867319,28881679.0,49899033.249278896,86500060.0,743.0,0.0,0.0,0.0,0.0,0.0,86500803.0,43250401.5,61164253.61870481,86500060.0,743.0,0,0,0,0,32,96,0.0115413419466829,0.0346240258400489,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,1,0,0,3.0,7.75,0.0,10.333333333333334,32,0,0,0,0,0,0,1,0,3,31,362,1775,0,32,144234.0,0.0,144234.0,144234.0,86500060.0,0.0,86500060.0,86500060.0,0
443,57402,6,240480,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4750499001996,120240.0,166812.14653615604,238194.0,2286.0,240480.0,240480.0,0.0,240480.0,240480.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,8.316699933466401,4.1583499667332005,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,391,1637,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,38005,6,66379968,1,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.4670083601124966,0.0602591432403221,22126656.0,38182522.50519896,66215936.0,981.0,0.0,0.0,0.0,0.0,0.0,66216917.0,33108458.5,46821043.69646209,66215936.0,981.0,0,0,0,0,32,96,0.0150647858100805,0.0451943574302416,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,1,0,0,3.0,7.75,0.0,10.333333333333334,32,0,0,0,0,0,0,1,0,3,31,189,1727,0,32,163051.0,0.0,163051.0,163051.0,66215936.0,0.0,66215936.0,66215936.0,0
56691,443,6,111915668,28,30,6712.0,7707.0,1368.0,0.0,239.71428571428564,448.9550713430644,1418.0,0.0,256.90000000000003,395.2551642010338,128.83808190288423,0.5182473646138627,1963432.7719298247,8084084.0031806305,45695757.0,13.0,111915668.0,4145024.7407407407,11461653.372761352,45695757.0,14.0,111890297.0,3858286.103448276,11108967.069872532,45725264.0,13.0,0,0,0,0,904,968,0.2501883829170371,0.2680589816968255,0.0,1418.0,244.38983050847463,416.0102790900623,173064.55230859152,0,0,0,1,0,0,0,0,1.0,248.6034482758621,239.7142857142857,256.9,904,0,0,0,0,0,0,28,6712,30,7707,65535,468,12,32,193713.75,8806.858742858698,204318.0,185385.0,27766397.5,16284155.94113453,45695757.0,13145374.0,0
443,49398,6,243825,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.303906490310675,121912.5,142075.43000990705,222375.0,21450.0,243825.0,243825.0,0.0,243825.0,243825.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,8.202604326873782,4.101302163436891,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,383,1405,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47881,443,6,141944,4,6,2771.0,692.0,1368.0,0.0,692.75,779.8424520375894,492.0,0.0,115.33333333333331,195.43046504234357,24396.945274192643,70.45031843543933,15771.555555555557,31711.92374766592,94312.0,49.0,141944.0,47314.66666666666,80965.59028583275,140804.0,85.0,97204.0,19440.8,41860.02927256501,94312.0,49.0,0,0,0,0,128,192,28.180127374175733,42.2701910612636,0.0,1368.0,439.1818181818182,613.5621921503667,376458.5636363636,0,0,0,0,1,0,0,0,1.0,483.1,692.75,115.33333333333331,128,0,0,0,0,0,0,4,2771,6,692,3074,1003,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47881,443,6,245426,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.223643786721864,122713.0,156013.2117738751,233031.0,12395.0,233031.0,233031.0,0.0,233031.0,233031.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,8.149095857814576,4.074547928907288,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,1003,1003,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39215,443,6,236806,8,12,474.0,10027.0,227.0,0.0,59.24999999999999,90.1692852361601,1418.0,0.0,835.5833333333334,708.0051949389962,44344.31560011149,84.45731949359391,12463.473684210529,17223.169999123664,62757.0,7.0,236806.0,33829.42857142857,20375.93928188459,73492.0,5769.0,175868.0,15988.000000000002,27464.788020299744,73403.0,7.0,0,0,0,0,264,392,33.782927797437566,50.67439169615635,0.0,1418.0,500.047619047619,660.544357041257,436318.8476190475,0,0,0,1,0,0,0,0,1.0,525.05,59.25,835.5833333333334,264,0,0,0,0,0,0,8,474,12,10027,65535,349,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40364,443,6,380427,8,9,966.0,5841.0,717.0,0.0,120.75,248.2986393150681,1418.0,0.0,649.0,648.3442372690606,17893.051755001616,44.68662844645622,23776.6875,33572.624774199096,104616.0,17.0,380427.0,54346.71428571429,56106.37641336407,159414.0,3647.0,355011.0,44376.37500000001,53933.75980625943,130762.0,17.0,0,0,0,0,264,296,21.02900162186175,23.65762682459447,0.0,1418.0,378.1666666666667,549.2047994734805,301625.9117647059,0,0,0,1,0,0,0,0,1.0,400.4117647058824,120.75,649.0,264,0,0,0,0,0,0,8,966,9,5841,65535,351,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58074,443,6,258759,10,7,1090.0,4683.0,834.0,0.0,109.0,261.0261800407512,1418.0,0.0,669.0,696.2166808305204,22310.335099455475,65.69819793707659,16172.437500000002,24043.427703411315,80667.0,7.0,258759.0,28751.0,27521.96430580492,80667.0,17.0,233660.0,38943.33333333333,54144.070824668015,132611.0,7.0,0,0,0,0,328,232,38.645998786515634,27.052199150560945,0.0,1418.0,320.72222222222223,538.0643746261502,289513.2712418301,0,0,0,1,0,0,0,0,0.0,339.5882352941176,109.0,669.0,328,0,0,0,0,0,0,10,1090,7,4683,65535,362,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57088,443,6,550724,9,12,631.0,5500.0,311.0,0.0,70.11111111111111,115.1047831808527,1418.0,0.0,458.33333333333337,597.0161157156834,11132.618153557862,38.13162309977412,27536.2,40908.21577835461,171100.0,7.0,550724.0,68840.5,76309.29741519051,171100.0,19.0,507267.0,46115.181818181816,73458.22122515379,248707.0,7.0,0,0,0,0,320,392,16.34212418561748,21.78949891415664,0.0,1418.0,278.68181818181824,482.2160537672118,232532.32251082253,0,0,0,1,0,0,0,0,1.0,291.95238095238096,70.11111111111111,458.3333333333333,320,0,0,0,0,0,0,9,631,12,5500,65535,349,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53545,443,6,553965,9,10,1913.0,5943.0,851.0,0.0,212.55555555555557,359.5003863388436,1418.0,0.0,594.3,710.8458263849404,14181.401352070978,34.29819573438755,30775.833333333325,41905.19977036403,141136.0,17.0,553965.0,69245.625,87290.44531404912,184153.0,144.0,424464.0,47162.66666666667,71834.97637989449,180243.0,17.0,0,0,0,0,296,328,16.24651376892042,18.05168196546713,0.0,1418.0,392.80000000000007,581.9362960252428,338649.852631579,0,0,0,1,0,0,0,0,1.0,413.4736842105263,212.55555555555557,594.3,296,0,0,0,0,0,0,9,1913,10,5943,65535,374,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43668,443,6,536192,8,7,1922.0,1950.0,843.0,0.0,240.25,376.7279238010219,1418.0,0.0,278.57142857142856,523.0168439425437,7221.293864884221,27.97505371210313,38299.42857142857,48651.22489360727,145723.0,40.0,536192.0,76598.85714285714,88054.98625750573,183443.0,150.0,422378.0,70396.33333333334,89429.3188538673,193472.0,40.0,0,0,0,0,264,232,14.920028646455002,13.055025065648126,0.0,1418.0,242.0,424.47599068341503,180179.86666666667,0,0,0,1,0,0,0,0,0.0,258.1333333333333,240.25,278.57142857142856,264,0,0,0,0,0,0,8,1922,7,1950,65535,383,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57088,443,6,248645,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.043596291902109,248645.0,0.0,248645.0,248645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,4.021798145951054,4.021798145951054,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,349,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44540,443,6,2685944,12,16,1100.0,13580.0,302.0,0.0,91.66666666666669,126.5272757754292,1418.0,0.0,848.75,640.0862962653291,5465.48997298529,10.42464027544878,99479.4074074074,452141.991179784,2360599.0,15.0,2685944.0,244176.7272727272,702279.4495183652,2360599.0,1514.0,2626732.0,175115.46666666665,612659.5980193787,2387909.0,15.0,0,0,0,0,392,520,4.467702975192334,5.956937300256446,0.0,1418.0,506.20689655172407,612.8824974373347,375624.9556650246,0,0,0,1,0,0,0,0,1.0,524.2857142857143,91.66666666666669,848.75,392,0,0,0,0,0,0,12,1100,16,13580,65535,365,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46433,443,6,509057,8,11,1011.0,11940.0,581.0,0.0,126.375,207.79931080595185,1448.0,0.0,1085.4545454545455,594.1200827503416,25441.158848616167,37.32391461074104,28280.94444444445,41419.10079756784,155403.0,8.0,450101.0,64300.142857142855,56010.29421582124,155403.0,144.0,462270.0,46227.0,84905.2301673918,228540.0,8.0,0,0,0,0,264,360,15.715332467680437,21.6085821430606,0.0,1448.0,647.55,670.1815523855417,449143.3131578947,0,0,0,1,0,0,0,0,1.0,681.6315789473684,126.375,1085.4545454545455,264,0,0,0,0,0,0,8,1011,11,11940,65535,257,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40670,443,6,227325,10,7,997.0,4447.0,735.0,0.0,99.7,230.79045329764688,1418.0,0.0,635.2857142857142,641.3295341932815,23948.091938854064,74.78279995601012,14207.812499999998,16619.08542697722,48769.0,6.0,227325.0,25258.33333333333,27291.14027482179,88913.0,89.0,164429.0,27404.83333333333,29936.42447198173,63709.0,6.0,0,0,0,0,328,232,43.98988232706478,30.792917628945343,0.0,1418.0,302.44444444444446,498.53954025996217,248541.6732026144,0,0,0,1,0,0,0,0,0.0,320.2352941176471,99.7,635.2857142857143,328,0,0,0,0,0,0,10,997,7,4447,65535,352,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48217,443,6,170918,18,31,456.0,37226.0,223.0,0.0,25.33333333333334,66.91786009728644,1418.0,0.0,1200.8387096774193,504.76675120126487,220468.29473782756,286.68718332767764,3560.7916666666665,8123.997794709187,39748.0,15.0,170918.0,10054.0,12746.359691103966,39748.0,102.0,105249.0,3508.300000000001,9163.384294816122,33535.0,15.0,0,0,0,0,584,1000,105.31365918159588,181.37352414608176,0.0,1418.0,753.64,700.3661071765486,490512.68408163264,0,0,0,1,0,0,0,0,1.0,769.0204081632653,25.33333333333333,1200.8387096774193,584,0,0,0,0,0,0,18,456,31,37226,65535,349,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33215,443,6,257796,19,28,466.0,34256.0,223.0,0.0,24.52631578947368,62.578278465235165,1418.0,0.0,1223.4285714285718,479.6709079089328,134687.89275240886,182.3146984437307,5604.260869565217,14547.167211728554,83466.0,6.0,257796.0,14322.0,21667.09991995183,83466.0,14.0,231718.0,8582.14814814815,24154.96173380996,108354.0,6.0,0,0,0,0,616,904,73.70168660491241,108.61301183881828,0.0,1418.0,723.375,700.864712868811,491211.3457446809,0,0,0,1,0,0,0,0,1.0,738.7659574468086,24.526315789473685,1223.428571428571,616,0,0,0,0,0,0,19,466,28,34256,65535,349,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58239,443,6,876125,8,7,661.0,4607.0,414.0,0.0,82.62499999999999,146.5068867225799,1418.0,0.0,658.1428571428572,700.597941897117,6012.840633471251,17.120844628334996,62580.357142857145,65122.65450033752,197584.0,7.0,876125.0,125160.71428571428,105902.66064286626,322104.0,86.0,557820.0,92970.0,108504.5605050774,259795.0,7.0,0,0,0,0,264,232,9.131117135111998,7.989727493222999,0.0,1418.0,329.25000000000006,544.5159930311199,296497.6666666666,0,0,0,1,0,0,0,0,0.0,351.2,82.625,658.1428571428571,264,0,0,0,0,0,0,8,661,7,4607,65535,349,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55273,443,6,1877573,15,17,685.0,19374.0,223.0,0.0,45.66666666666667,83.92059739221753,1418.0,0.0,1139.6470588235295,546.0383389900921,10683.472759780843,17.04327874335645,60566.87096774194,296136.8590730466,1654885.0,15.0,1877573.0,134112.35714285716,437978.9007595628,1654885.0,71.0,1851664.0,115729.0,426663.30914059153,1713947.0,15.0,0,0,0,0,488,552,7.989036910948336,9.054241832408117,0.0,1418.0,607.848484848485,679.7769450899004,462096.6950757576,0,0,0,1,0,0,0,0,1.0,626.84375,45.66666666666666,1139.6470588235295,488,0,0,0,0,0,0,15,685,17,19374,65535,357,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
