label,title_word_count,title_char_count,title_avg_word_length,title_exclamation_count,title_question_count,title_digit_count,title_uppercase_word_count,text_word_count,text_char_count,text_avg_word_length,text_exclamation_count,text_question_count,text_digit_count,text_uppercase_word_count
0,12,91,7.583333333333333,0,0,0,0,353,2378,6.736543909348442,0,0,4,2
0,8,54,6.75,0,0,0,1,323,2051,6.34984520123839,0,0,12,11
1,15,94,6.266666666666667,0,0,0,1,184,1092,5.934782608695652,0,0,6,6
1,16,111,6.9375,0,1,0,4,779,4873,6.2554557124518615,0,0,24,25
1,14,96,6.857142857142857,0,0,0,1,492,3085,6.270325203252033,0,0,0,3
1,11,80,7.2727272727272725,0,1,0,1,482,3075,6.3796680497925315,0,5,13,7
1,11,51,4.636363636363637,0,0,0,0,203,1205,5.935960591133005,0,0,13,1
1,14,90,6.428571428571429,0,0,0,1,402,2517,6.2611940298507465,2,0,24,3
0,9,62,6.888888888888889,0,0,0,0,499,3086,6.18436873747495,0,0,30,8
1,5,27,5.4,0,0,3,0,1135,6863,6.046696035242291,2,6,51,7
0,9,54,6.0,0,0,3,0,260,1567,6.026923076923077,0,0,13,1
1,24,150,6.25,0,0,2,6,336,2137,6.3601190476190474,1,3,18,5
0,13,85,6.538461538461538,0,0,0,0,794,4670,5.8816120906801,0,4,48,4
0,10,62,6.2,0,0,3,0,452,2813,6.2234513274336285,0,0,24,2
0,7,48,6.857142857142857,0,0,0,0,117,681,5.82051282051282,2,0,2,1
1,11,70,6.363636363636363,0,0,0,1,584,3318,5.681506849315069,0,0,12,1
1,11,60,5.454545454545454,0,0,7,0,507,2970,5.8579881656804735,0,11,105,5
0,10,69,6.9,0,0,0,0,205,1235,6.024390243902439,0,0,8,0
1,15,91,6.066666666666666,0,0,0,0,1563,9739,6.230966090850928,2,3,46,48
0,10,60,6.0,0,0,2,0,69,435,6.304347826086956,0,0,2,2
1,6,57,9.5,0,0,0,0,7,42,6.0,1,0,0,0
0,9,62,6.888888888888889,0,0,0,0,412,2382,5.781553398058253,1,0,21,3
1,7,58,8.285714285714286,0,0,0,1,2151,13739,6.387261738726174,0,0,23,47
0,10,65,6.5,0,0,0,1,325,1962,6.036923076923077,0,0,0,6
0,16,90,5.625,0,0,0,0,1242,7707,6.205314009661835,0,1,11,7
1,11,83,7.545454545454546,0,0,0,4,257,1570,6.108949416342412,1,0,8,4
0,8,45,5.625,0,0,0,1,568,3759,6.617957746478873,0,0,4,16
1,14,92,6.571428571428571,0,0,0,0,550,3606,6.556363636363637,5,18,85,7
0,10,53,5.3,0,0,0,1,413,2386,5.7772397094431,4,0,10,3
1,24,161,6.708333333333333,0,1,0,3,623,3548,5.695024077046549,0,1,31,0
0,10,67,6.7,0,0,0,1,869,5658,6.5109321058688145,1,0,19,12
0,13,74,5.6923076923076925,0,0,0,1,217,1330,6.129032258064516,0,0,10,1
0,16,70,4.375,0,0,0,0,1313,7715,5.8758568164508755,0,1,43,4
0,11,69,6.2727272727272725,0,0,0,1,313,2047,6.539936102236422,0,0,4,4
1,15,97,6.466666666666667,0,0,0,1,241,1301,5.398340248962656,4,0,0,0
1,19,129,6.7894736842105265,1,0,0,3,358,2274,6.351955307262569,0,3,0,3
1,11,66,6.0,0,0,0,1,325,1959,6.027692307692308,1,3,12,4
0,8,59,7.375,0,0,0,0,360,2253,6.258333333333334,0,0,19,2
1,11,57,5.181818181818182,0,0,3,2,192,1199,6.244791666666667,1,0,12,14
1,12,78,6.5,0,0,0,3,208,1196,5.75,0,0,4,2
1,17,145,8.529411764705882,0,0,0,3,1000,5788,5.788,0,3,35,8
0,11,73,6.636363636363637,0,0,0,0,40,263,6.575,0,0,0,0
0,12,78,6.5,0,0,0,0,1259,7779,6.178713264495632,0,0,32,10
1,18,142,7.888888888888889,2,0,0,3,481,3177,6.604989604989605,3,4,74,6
1,14,101,7.214285714285714,0,0,0,8,39,229,5.871794871794871,0,0,0,0
1,6,35,5.833333333333333,0,0,0,0,1350,8432,6.245925925925926,0,0,14,11
1,13,106,8.153846153846153,2,0,0,2,214,1327,6.200934579439252,3,3,13,8
1,10,74,7.4,0,0,0,2,0,1,0.0,0,0,0,0
1,15,81,5.4,0,0,0,0,559,3162,5.656529516994634,3,5,7,4
1,15,93,6.2,1,0,0,5,18,97,5.388888888888889,2,0,0,0
0,13,88,6.769230769230769,0,0,0,1,768,4936,6.427083333333333,0,0,9,6
1,19,104,5.473684210526316,0,0,0,0,522,2950,5.6513409961685825,0,0,30,0
1,9,71,7.888888888888889,0,0,0,2,448,2593,5.787946428571429,0,1,11,3
0,15,80,5.333333333333333,0,0,0,0,523,3140,6.003824091778203,0,0,11,2
0,6,50,8.333333333333334,0,0,0,0,487,2990,6.139630390143737,0,0,11,6
1,10,57,5.7,0,0,0,1,4149,26787,6.456254519161243,8,3,124,77
1,18,108,6.0,1,0,1,0,588,3863,6.569727891156463,0,1,9,3
1,21,125,5.9523809523809526,0,0,2,5,292,1874,6.417808219178082,0,0,34,4
1,9,56,6.222222222222222,0,0,0,1,383,2260,5.900783289817232,0,0,4,3
1,12,93,7.75,0,0,0,1,328,1867,5.692073170731708,3,7,9,32
0,12,60,5.0,0,0,0,0,403,2535,6.290322580645161,0,0,18,2
0,13,76,5.846153846153846,0,0,0,0,897,5411,6.032329988851728,0,1,25,10
0,7,40,5.714285714285714,0,0,0,0,1821,11239,6.171883580450302,0,9,97,51
1,9,48,5.333333333333333,0,0,0,9,199,1194,6.0,2,0,12,113
0,8,54,6.75,0,0,0,0,916,5644,6.1615720524017465,0,0,29,8
0,10,82,8.2,0,0,0,0,698,4190,6.002865329512894,0,2,1,0
0,22,118,5.363636363636363,0,0,0,0,2323,13668,5.883770985794231,0,1,230,18
0,12,74,6.166666666666667,0,0,2,0,299,1772,5.926421404682274,11,0,56,21
1,11,70,6.363636363636363,0,0,0,4,868,5735,6.607142857142857,0,0,44,21
1,15,82,5.466666666666667,0,0,0,3,34,196,5.764705882352941,0,0,0,1
0,9,66,7.333333333333333,0,0,4,0,415,2710,6.530120481927711,0,1,23,3
1,16,106,6.625,0,0,1,6,514,2975,5.787937743190661,1,2,44,1
1,8,58,7.25,0,0,0,0,1387,8906,6.421052631578948,0,1,45,8
0,11,81,7.363636363636363,0,0,0,0,407,2499,6.14004914004914,0,0,10,10
0,16,122,7.625,0,0,0,1,605,3502,5.788429752066116,0,3,0,1
0,9,67,7.444444444444445,0,0,0,0,296,1972,6.662162162162162,0,0,13,3
1,13,93,7.153846153846154,0,0,0,12,224,1333,5.950892857142857,0,0,5,4
1,13,93,7.153846153846154,0,0,2,0,267,1758,6.584269662921348,0,0,24,1
0,10,58,5.8,0,0,0,0,385,2353,6.111688311688312,0,0,12,2
1,6,51,8.5,0,0,0,0,483,3190,6.604554865424431,1,2,14,3
1,12,67,5.583333333333333,0,0,1,6,124,720,5.806451612903226,0,2,0,3
1,14,78,5.571428571428571,0,0,0,2,528,3052,5.78030303030303,1,0,12,8
0,15,84,5.6,0,0,0,0,899,5375,5.978865406006674,0,2,30,4
1,12,94,7.833333333333333,0,0,0,2,346,2057,5.945086705202312,0,0,4,0
0,13,76,5.846153846153846,0,0,0,0,428,2647,6.184579439252336,0,1,3,7
0,17,103,6.0588235294117645,0,0,2,0,1877,10982,5.85082578582845,1,17,64,6
1,8,49,6.125,0,0,0,0,1324,8154,6.158610271903323,0,0,44,19
1,16,94,5.875,0,0,0,1,799,4852,6.072590738423028,0,0,18,7
0,12,68,5.666666666666667,0,0,1,0,1354,8229,6.07754800590842,0,1,18,5
1,14,83,5.928571428571429,0,0,1,0,329,2032,6.17629179331307,0,0,23,2
1,22,166,7.545454545454546,0,0,6,4,842,5147,6.1128266033254155,0,0,23,2
0,16,94,5.875,0,0,0,2,1203,7415,6.163757273482959,0,0,32,5
0,16,106,6.625,0,0,0,0,126,810,6.428571428571429,0,1,0,1
1,10,77,7.7,0,0,0,0,214,1367,6.38785046728972,0,0,18,11
1,8,43,5.375,1,0,0,2,4254,27518,6.4687353079454635,8,3,130,79
0,8,55,6.875,0,0,0,0,296,1739,5.875,0,0,8,2
1,21,153,7.285714285714286,0,0,0,9,443,2798,6.316027088036117,0,2,8,5
1,14,84,6.0,0,0,0,1,417,2397,5.748201438848921,0,4,5,7
0,10,68,6.8,0,0,0,0,259,1587,6.127413127413128,0,0,32,3
0,15,87,5.8,0,0,0,0,700,4282,6.117142857142857,0,0,15,0
1,8,41,5.125,0,0,3,1,278,1695,6.097122302158273,1,0,15,18
0,11,69,6.2727272727272725,0,0,1,0,218,1399,6.41743119266055,1,0,35,12
0,6,41,6.833333333333333,0,0,0,0,697,4430,6.355810616929698,0,0,1,10
1,13,93,7.153846153846154,0,0,0,1,302,1778,5.887417218543046,1,4,10,1
0,16,104,6.5,0,0,0,0,710,4209,5.928169014084507,0,4,42,11
0,13,92,7.076923076923077,0,0,0,0,925,5457,5.899459459459459,0,0,8,14
1,15,106,7.066666666666666,1,0,1,3,133,773,5.81203007518797,0,0,2,4
1,9,70,7.777777777777778,0,0,3,3,648,3820,5.895061728395062,4,0,30,12
0,11,64,5.818181818181818,0,0,0,0,916,5619,6.134279475982533,1,0,15,9
1,20,120,6.0,0,0,1,6,1112,6801,6.116007194244604,0,0,37,26
0,10,71,7.1,0,0,0,0,530,3048,5.750943396226415,0,0,14,5
0,14,88,6.285714285714286,0,0,0,0,338,2079,6.150887573964497,0,1,8,3
1,15,96,6.4,0,0,0,1,334,1836,5.497005988023952,0,1,9,1
0,15,98,6.533333333333333,0,0,0,0,929,5755,6.194833153928956,0,1,10,1
1,13,74,5.6923076923076925,0,0,0,0,369,2185,5.921409214092141,0,2,9,3
0,11,68,6.181818181818182,0,0,0,1,408,2611,6.3995098039215685,0,0,8,6
1,20,147,7.35,0,0,0,6,308,1877,6.0941558441558445,0,0,0,9
1,13,70,5.384615384615385,0,1,0,2,340,2060,6.0588235294117645,1,2,33,14
1,24,148,6.166666666666667,1,0,2,8,475,2818,5.932631578947368,0,0,23,3
1,11,61,5.545454545454546,0,0,0,0,600,3688,6.1466666666666665,0,0,0,3
1,10,68,6.8,0,0,0,0,271,1480,5.461254612546125,1,0,1,12
1,16,103,6.4375,0,1,0,7,1555,9840,6.327974276527331,1,4,45,5
0,10,68,6.8,0,0,0,0,77,525,6.818181818181818,0,0,0,1
0,17,108,6.352941176470588,0,0,0,0,373,2326,6.2359249329758715,0,0,16,0
1,10,86,8.6,0,0,0,0,894,5695,6.3702460850111855,0,1,19,22
0,8,58,7.25,0,0,0,0,337,2055,6.097922848664688,0,0,9,4
0,15,94,6.266666666666667,0,0,0,0,2469,14902,6.035641960307817,0,7,24,12
1,9,44,4.888888888888889,0,0,0,1,7298,45273,6.203480405590573,1,4,332,25
0,10,73,7.3,0,0,0,0,953,6022,6.318992654774396,0,0,45,2
0,11,54,4.909090909090909,0,0,0,0,591,3559,6.021996615905246,1,0,60,0
0,11,70,6.363636363636363,0,0,0,0,326,1999,6.131901840490798,0,0,22,9
0,16,95,5.9375,0,0,1,0,1008,5847,5.800595238095238,1,4,13,11
1,16,106,6.625,1,0,0,4,213,1269,5.957746478873239,0,3,0,2
0,16,90,5.625,0,0,1,0,1064,6203,5.829887218045113,0,1,32,2
1,14,94,6.714285714285714,0,0,0,1,548,3490,6.368613138686132,3,4,70,8
0,13,75,5.769230769230769,0,0,0,1,75,498,6.64,0,0,0,2
1,14,91,6.5,0,0,0,1,392,2368,6.040816326530612,0,0,2,7
1,11,67,6.090909090909091,0,0,0,4,68,475,6.985294117647059,0,0,21,3
0,9,63,7.0,0,0,3,0,363,2207,6.079889807162535,0,0,36,1
0,11,60,5.454545454545454,0,0,7,0,165,967,5.86060606060606,0,0,33,1
0,12,67,5.583333333333333,0,0,0,0,1427,8032,5.628591450595655,0,1,48,24
0,12,71,5.916666666666667,0,0,0,2,69,420,6.086956521739131,0,0,0,2
1,9,44,4.888888888888889,0,0,3,0,53,290,5.471698113207547,0,0,10,0
1,14,83,5.928571428571429,0,0,0,0,475,2759,5.808421052631579,0,2,6,3
1,12,83,6.916666666666667,0,0,0,4,79,463,5.860759493670886,0,1,1,3
1,13,86,6.615384615384615,1,0,0,5,292,1681,5.756849315068493,0,0,0,2
0,16,93,5.8125,0,0,0,0,1699,10368,6.102413184226015,0,0,57,17
1,16,105,6.5625,0,0,0,0,1878,11710,6.235356762513312,0,4,30,2
1,11,83,7.545454545454546,0,0,0,10,57,327,5.7368421052631575,0,0,0,0
1,18,134,7.444444444444445,0,0,4,1,456,2877,6.309210526315789,9,1,10,8
1,9,74,8.222222222222221,0,0,0,0,367,2170,5.912806539509536,0,0,27,1
0,8,45,5.625,0,0,0,1,96,554,5.770833333333333,0,0,0,1
0,17,90,5.294117647058823,0,0,0,1,326,1831,5.616564417177914,0,0,61,8
1,20,113,5.65,1,1,0,8,283,1913,6.759717314487633,1,1,35,19
0,8,58,7.25,0,0,0,0,358,2247,6.276536312849162,0,0,8,4
1,15,94,6.266666666666667,0,0,6,0,335,1973,5.88955223880597,0,0,7,0
0,5,42,8.4,0,0,0,0,211,1288,6.104265402843602,0,0,4,3
0,15,86,5.733333333333333,0,0,0,1,275,1620,5.890909090909091,0,0,2,3
0,11,69,6.2727272727272725,0,0,1,1,516,3292,6.37984496124031,0,0,20,5
1,13,79,6.076923076923077,0,0,0,0,804,5055,6.287313432835821,0,1,15,7
0,8,60,7.5,0,0,0,0,35,229,6.542857142857143,0,0,0,1
0,11,67,6.090909090909091,0,0,0,0,131,882,6.732824427480916,0,0,0,3
0,18,98,5.444444444444445,0,1,0,2,1419,8443,5.949964763918253,0,0,65,52
1,10,55,5.5,0,0,1,0,1250,7088,5.6704,0,5,39,9
0,7,56,8.0,0,0,0,0,272,1794,6.595588235294118,0,0,21,6
1,14,90,6.428571428571429,0,0,0,4,382,2459,6.43717277486911,1,0,21,28
1,11,79,7.181818181818182,0,0,0,0,558,3156,5.655913978494624,0,1,0,3
1,9,59,6.555555555555555,0,0,0,1,350,2080,5.942857142857143,0,0,20,6
0,16,76,4.75,0,0,0,0,1217,7343,6.033689400164339,0,2,46,11
1,11,82,7.454545454545454,0,0,0,2,555,3281,5.911711711711711,0,0,5,14
0,13,88,6.769230769230769,0,0,0,0,787,4873,6.191867852604829,0,0,23,8
0,10,63,6.3,0,0,0,1,305,1871,6.134426229508197,0,0,18,7
1,16,109,6.8125,1,0,0,2,684,3890,5.687134502923977,1,1,6,14
0,11,77,7.0,0,0,0,1,151,914,6.052980132450331,0,0,0,2
1,16,107,6.6875,0,0,0,6,246,1495,6.0772357723577235,0,0,15,0
0,17,96,5.647058823529412,0,0,0,0,1412,8539,6.0474504249291785,0,2,32,11
1,20,126,6.3,1,0,0,3,403,2261,5.610421836228288,1,2,0,7
1,13,83,6.384615384615385,0,0,0,1,897,5126,5.714604236343367,3,15,8,3
1,15,104,6.933333333333334,0,0,0,7,148,1064,7.1891891891891895,0,0,38,31
1,19,107,5.631578947368421,1,0,0,2,275,1543,5.610909090909091,1,4,21,7
1,22,155,7.045454545454546,1,0,0,4,396,2300,5.808080808080808,0,0,14,4
1,8,52,6.5,0,0,0,0,717,4262,5.9442119944212,0,0,7,2
1,11,78,7.090909090909091,0,0,0,0,163,964,5.914110429447852,1,1,0,1
1,5,21,4.2,0,0,1,4,8,54,6.75,0,0,0,0
1,18,106,5.888888888888889,0,0,0,0,651,4040,6.205837173579109,0,0,9,22
1,13,84,6.461538461538462,0,0,0,2,418,2391,5.720095693779904,1,1,18,3
0,7,57,8.142857142857142,0,0,0,0,145,834,5.751724137931035,0,0,0,1
1,16,94,5.875,0,0,0,2,392,2288,5.836734693877551,0,0,8,8
0,10,63,6.3,0,0,0,0,330,1973,5.9787878787878785,0,0,10,4
0,13,82,6.3076923076923075,0,0,0,0,779,4995,6.41206675224647,0,0,31,30
1,13,89,6.846153846153846,0,0,1,1,527,2990,5.673624288425048,0,0,5,4
1,10,54,5.4,0,0,0,0,74,425,5.743243243243243,0,0,4,5
1,26,153,5.884615384615385,0,0,0,0,1322,8335,6.304841149773071,5,10,25,3
0,14,85,6.071428571428571,0,0,0,0,653,3983,6.099540581929556,0,0,28,0
0,12,73,6.083333333333333,0,0,0,0,766,4126,5.386422976501305,0,0,12,7
1,6,35,5.833333333333333,0,0,0,0,1946,11641,5.982014388489208,10,30,26,6
1,6,30,5.0,0,0,0,0,576,3355,5.824652777777778,0,1,1,0
1,12,65,5.416666666666667,0,0,0,0,964,5984,6.20746887966805,2,0,60,11
0,13,73,5.615384615384615,0,0,0,0,1249,7798,6.243394715772618,0,3,16,10
0,13,90,6.923076923076923,0,0,0,0,180,1134,6.3,0,1,0,0
1,13,94,7.230769230769231,0,0,0,4,310,1763,5.687096774193549,0,2,9,4
0,11,65,5.909090909090909,0,0,0,1,814,5272,6.476658476658477,0,0,32,8
1,12,79,6.583333333333333,0,0,0,4,418,2354,5.631578947368421,0,3,0,1
0,11,66,6.0,0,0,0,2,378,2458,6.502645502645502,0,0,8,9
0,9,58,6.444444444444445,0,0,0,0,841,5330,6.33769322235434,0,0,55,2
1,2,11,5.5,0,0,0,0,469,2891,6.164179104477612,0,0,21,6
0,8,59,7.375,0,0,0,0,379,2362,6.2321899736147754,0,0,24,3
1,14,80,5.714285714285714,0,0,0,0,408,2479,6.075980392156863,2,0,76,11
0,10,71,7.1,0,0,0,1,84,525,6.25,0,0,4,2
1,17,97,5.705882352941177,0,0,1,14,421,2391,5.679334916864608,0,0,29,17
1,12,84,7.0,0,0,0,5,646,4027,6.233746130030959,0,2,33,31
0,10,65,6.5,0,0,0,1,530,3287,6.2018867924528305,0,0,33,12
1,11,108,9.818181818181818,0,0,0,3,508,3285,6.466535433070866,0,0,67,9
0,13,81,6.230769230769231,0,0,0,1,675,4047,5.995555555555556,0,0,2,1
0,10,67,6.7,0,0,0,0,705,4360,6.184397163120567,0,0,63,15
1,8,50,6.25,0,0,0,6,956,5976,6.2510460251046025,0,1,16,18
1,9,68,7.555555555555555,0,0,0,0,377,2241,5.9442970822281165,0,0,9,1
0,10,63,6.3,0,0,0,0,265,1575,5.943396226415095,0,0,1,3
0,17,93,5.470588235294118,0,0,0,0,1119,6546,5.849865951742627,0,1,58,8
1,12,76,6.333333333333333,0,0,0,0,2009,11381,5.665007466401194,1,11,60,11
0,9,65,7.222222222222222,0,0,0,0,281,1769,6.295373665480427,0,0,14,2
0,10,66,6.6,0,0,0,1,397,2355,5.93198992443325,0,0,0,11
0,11,71,6.454545454545454,0,0,0,0,74,484,6.54054054054054,0,0,0,2
1,19,119,6.2631578947368425,0,0,0,7,126,717,5.690476190476191,2,1,0,0
1,20,139,6.95,0,0,2,5,333,2199,6.603603603603603,2,1,23,22
1,25,163,6.52,0,1,0,3,544,3362,6.180147058823529,5,0,101,7
0,14,75,5.357142857142857,0,0,0,0,1576,9295,5.897842639593908,0,0,80,47
0,9,55,6.111111111111111,0,0,0,0,745,4670,6.268456375838926,2,0,50,5
1,8,59,7.375,0,0,0,0,105,649,6.180952380952381,0,0,4,1
0,12,83,6.916666666666667,0,0,0,0,956,5790,6.056485355648536,0,0,28,2
0,16,91,5.6875,0,1,0,0,946,5586,5.9048625792811835,0,0,46,7
1,9,54,6.0,0,0,0,1,239,1517,6.347280334728033,0,0,11,1
1,8,51,6.375,0,0,0,0,16,260,16.25,3,0,6,0
1,12,70,5.833333333333333,1,0,0,3,159,1005,6.320754716981132,2,0,0,0
0,16,91,5.6875,0,0,0,0,922,5333,5.7841648590021695,0,0,41,3
0,8,44,5.5,0,0,0,0,358,2265,6.326815642458101,0,0,2,3
0,8,59,7.375,0,0,0,0,1071,6593,6.15592903828198,1,0,51,13
1,20,133,6.65,0,1,0,4,643,3518,5.471228615863142,1,1,2,1
0,13,73,5.615384615384615,0,0,1,1,234,1357,5.799145299145299,0,0,33,3
0,13,75,5.769230769230769,0,1,0,0,3187,19942,6.2572952620018825,1,2,342,6
1,8,58,7.25,0,0,0,6,1620,13565,8.373456790123457,0,0,18,1124
0,17,87,5.117647058823529,0,0,0,1,76,489,6.434210526315789,0,0,6,1
0,9,62,6.888888888888889,0,0,0,1,440,2721,6.1840909090909095,0,0,18,8
0,10,63,6.3,0,0,0,0,55,350,6.363636363636363,0,0,0,1
0,12,68,5.666666666666667,0,0,1,0,412,2512,6.097087378640777,0,0,9,4
1,14,83,5.928571428571429,0,0,0,1,406,2329,5.736453201970443,0,1,4,1
1,12,88,7.333333333333333,0,0,0,0,388,2352,6.061855670103093,0,3,10,15
1,6,31,5.166666666666667,0,2,0,0,527,3440,6.527514231499051,0,2,10,7
0,13,70,5.384615384615385,0,0,0,0,212,1279,6.033018867924528,0,0,0,3
1,11,62,5.636363636363637,0,0,0,1,1109,6822,6.151487826871055,1,0,15,10
1,13,81,6.230769230769231,0,0,1,0,174,1081,6.212643678160919,0,0,8,3
0,10,67,6.7,0,0,0,0,92,608,6.608695652173913,0,0,8,2
1,13,112,8.615384615384615,0,0,3,4,317,1862,5.873817034700315,1,0,10,3
1,12,71,5.916666666666667,0,0,0,1,454,2679,5.900881057268722,0,0,4,8
0,8,49,6.125,0,0,0,1,382,2537,6.641361256544503,0,0,0,2
1,18,114,6.333333333333333,0,0,0,5,61,356,5.836065573770492,0,0,0,2
1,18,114,6.333333333333333,0,0,3,0,195,1188,6.092307692307692,0,0,24,40
1,11,78,7.090909090909091,1,0,0,4,331,1958,5.9154078549848945,0,1,10,8
1,8,45,5.625,0,0,0,0,2928,17065,5.828210382513661,12,11,175,88
1,16,102,6.375,0,0,0,1,537,3209,5.975791433891993,0,0,3,3
0,10,63,6.3,0,0,0,0,419,2777,6.627684964200477,0,0,27,8
0,11,54,4.909090909090909,0,0,0,0,1173,6820,5.814151747655584,0,0,102,9
1,13,103,7.923076923076923,0,0,0,1,0,1,0.0,0,0,0,0
1,13,83,6.384615384615385,0,0,1,12,421,2582,6.133016627078385,2,0,4,1
1,9,57,6.333333333333333,0,0,0,0,24234,135796,5.603532227449039,143,136,893,271
0,12,79,6.583333333333333,0,0,0,0,96,599,6.239583333333333,0,0,0,2
1,14,94,6.714285714285714,0,0,0,2,238,1437,6.03781512605042,0,2,2,4
1,12,99,8.25,0,0,0,1,930,5297,5.6956989247311824,0,5,0,3
1,13,81,6.230769230769231,0,0,0,0,132,865,6.553030303030303,0,0,4,1
1,18,110,6.111111111111111,0,1,6,5,42,264,6.285714285714286,1,1,4,21
0,13,94,7.230769230769231,0,0,0,0,120,737,6.141666666666667,0,0,4,1
0,12,79,6.583333333333333,0,0,0,2,1347,8007,5.944320712694878,0,12,8,19
0,10,63,6.3,0,0,0,1,941,6025,6.402763018065888,0,0,64,20
1,9,60,6.666666666666667,0,0,2,0,33,204,6.181818181818182,0,0,2,0
1,17,110,6.470588235294118,0,0,0,3,293,1637,5.587030716723549,3,2,3,2
